timestamp,level,college,buy_frequency,daily_spend,products_bought,stockout_freq,stockout_action,items_not_found,wish_vendors_sold,water_bags_per_week,bread_frequency,cooked_food_frequency,stationery_frequency,toiletries_frequency,vendor_choice_reason,stopped_buying,other_comments,daily_spend_clean,w_water,w_bread,w_food,w_stationery,w_toiletries,buy_freq_clean,stockout_freq_clean,buys_water,buys_stationery,stopped_clean,freq_num,spend_num
5/6/2026 22:43,100,CACOS,23 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Exercise books / jotters / notebooks, Medications (paracetamol, malaria drugs, etc.), Phone accessories (charger, earpiece, etc.)",Rarely,Go off campus to buy it,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages, Phone accessories, None  I usually find what I need","Intercontinental dishes (Afang, Edikaikong soup)",610 bags,Daily,Rarely / never,Every 23 weeks,Rarely / never,Their location is more convenient,I've thought about it,More phone accessories vendors needed,"More than ₦3,000",3,5,1,3,1,2-3x/week,Rarely,1,1,Considered it,3,3500
4/30/2026 0:19,400,CONAS,45 times a week,"?2,001  ?3,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Airtime / data top-up, Printing / photocopy",Sometimes (once or twice a week),Order it online,"Phone accessories, Specific provisions (e.g., a particular seasoning or spread)",Greek yoghurt,15 bags,Daily,Once a day,Only at the start of semester,Rarely / never,"Their location is more convenient, I have a relationship with the vendor","Yes, more than once",They should reduce prices,"₦2,001 – ₦3,000",2,5,4,2,1,4-5x/week,Sometimes,0,0,Yes - multiple times,4,2500
5/9/2026 17:57,400,CONAS,45 times a week,"?2,001  ?3,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Toiletries (soap, toothpaste, tissue, etc.), Phone accessories (charger, earpiece, etc.)",Rarely,Try another vendor on campus,None  I usually find what I need,Nescafe sachets,1120 bags,Daily,A few times a week,Rarely / never,Every 2 weeks,Their food or products taste/feel better,No,Stay open later at night,"₦2,001 – ₦3,000",4,5,3,1,4,4-5x/week,Rarely,0,0,No,4,2500
4/30/2026 1:54,400,CACOS,45 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Printing / photocopy",Frequently (several times a week),Order it online,"Phone accessories, Specific provisions (e.g., a particular seasoning or spread)",Face masks,15 bags,Once or twice a week,A few times a week,Every 23 weeks,Monthly,"I have a relationship with the vendor, Their prices are cheaper",No,Better pricing for students,"₦1,001 – ₦2,000",2,3,3,3,3,4-5x/week,Frequently,1,0,No,4,1500
5/1/2026 0:27,300,CONAS,Every day,"?500  ?1,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Rice / beans / cooked food, Tea / Milo / beverages, Toiletries (soap, toothpaste, tissue, etc.)",Sometimes (once or twice a week),Go without it,"Specific snack or food type (e.g., a particular brand), Specific type of bread or food, Toiletries (e.g., a specific soap or toothpaste brand), Specific provisions (e.g., a particular seasoning or spread)",Face masks,15 bags,Rarely / never,Once a day,Rarely / never,Weekly,"I have a relationship with the vendor, Their prices are cheaper","Yes, more than once",,"₦500 – ₦1,000",2,1,4,1,5,Daily,Sometimes,0,0,Yes - multiple times,5,750
5/3/2026 10:37,300,CACOS,Once a week,Less than ?500,"Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.)",Almost every time,Try another vendor on campus,"Cold drinks / chilled beverages, Printing paper / cardboard",Paracetamol strips,610 bags,Once or twice a week,Once a day,Only at the start of semester,Weekly,"They restock quickly, Their food or products taste/feel better",I've thought about it,More variety of food is needed,Less than ₦500,3,3,4,2,5,Weekly,Very Often,1,0,Considered it,2,250
5/5/2026 22:51,400,CBSS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Bread, Rice / beans / cooked food, Tea / Milo / beverages",Sometimes (once or twice a week),Try another vendor on campus,"Cold drinks / chilled beverages, Specific provisions (e.g., a particular seasoning or spread), None  I usually find what I need",Paracetamol strips,15 bags,Once or twice a week,A few times a week,Only at the start of semester,Rarely / never,"Their food or products taste/feel better, Their prices are cheaper, They restock quickly",I've thought about it,Sell more continental dishes,"₦2,001 – ₦3,000",2,3,3,2,1,Daily,Sometimes,1,0,Considered it,5,2500
5/4/2026 15:34,400,CACOS,Rarely,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Printing / photocopy, Exercise books / jotters / notebooks",Sometimes (once or twice a week),Go without it,"Cold drinks / chilled beverages, Toiletries (e.g., a specific soap or toothpaste brand)",Smoothies,More than 20 bags,Once or twice a week,A few times a week,Weekly,Every 2 weeks,"They always have what I need in stock, Their location is more convenient",No,They should sell cold drinks consistently,"₦1,001 – ₦2,000",5,3,3,5,4,Rarely,Sometimes,1,1,No,1,1500
4/30/2026 12:26,400,CONAS,Rarely,"?500  ?1,000","Bottled water / pure water (sachet/bags), Rice / beans / cooked food, Tea / Milo / beverages, Toiletries (soap, toothpaste, tissue, etc.)",Rarely,Ask a friend to get it for me,Cold drinks / chilled beverages,Better variety of snacks,610 bags,Once or twice a week,Once a day,Weekly,Weekly,"Their food or products taste/feel better, I have a relationship with the vendor",No,More variety of food is needed,"₦500 – ₦1,000",3,3,4,5,5,Rarely,Rarely,1,0,No,1,750
5/9/2026 11:08,200,CONAS,45 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Rice / beans / cooked food, Tea / Milo / beverages",Sometimes (once or twice a week),Try another vendor on campus,"Specific type of bread or food, Medications / First aid items, Phone accessories",Dettol hand sanitiser,15 bags,35 times a week,Once a day,Every 23 weeks,Weekly,"They always have what I need in stock, Their location is more convenient",I've thought about it,They should accept transfer payments,"₦1,001 – ₦2,000",2,4,4,3,5,4-5x/week,Sometimes,1,0,Considered it,4,1500
5/7/2026 23:54,300,CACOS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Printing / photocopy, Toiletries (soap, toothpaste, tissue, etc.)",Rarely,Go without it,"Specific type of bread or food, Specific provisions (e.g., a particular seasoning or spread)",Cway Peach drink,I don't buy water on campus,Once or twice a week,Once a day,Only at the start of semester,Every 2 weeks,"Their prices are cheaper, Their location is more convenient","Yes, once",,"₦2,001 – ₦3,000",1,3,4,2,4,Daily,Rarely,1,0,Yes - once,5,2500
5/2/2026 22:06,400,CACOS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Printing / photocopy",Rarely,Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages, Phone accessories",,15 bags,35 times a week,A few times a week,Monthly,Every 2 weeks,They always have what I need in stock,I've thought about it,Improve hygiene standards,"₦2,001 – ₦3,000",2,4,3,2,4,Daily,Rarely,1,0,Considered it,5,2500
5/8/2026 7:49,300,CACOS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Provisions (sugar, milk, etc.), Pens / pencils / writing materials",Rarely,Try another vendor on campus,"Stapler pins / office supplies, Phone accessories",Irish Spring soap,15 bags,Rarely / never,A few times a week,Weekly,Every 2 weeks,I have a relationship with the vendor,No,More phone accessories vendors needed,"₦1,001 – ₦2,000",2,1,3,5,4,Daily,Rarely,1,1,No,5,1500
5/8/2026 12:17,200,CONAS,23 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Airtime / data top-up",Sometimes (once or twice a week),Try another vendor on campus,"Medications / First aid items, Printing paper / cardboard",Face masks,More than 20 bags,Daily,Rarely / never,Weekly,Weekly,Their location is more convenient,"Yes, once",Sell more continental dishes,"More than ₦3,000",5,5,1,5,5,2-3x/week,Sometimes,1,0,Yes - once,3,3500
5/4/2026 9:12,200,CACOS,23 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Pens / pencils / writing materials",Rarely,Go without it,"Specific snack or food type (e.g., a particular brand)",Dettol hand sanitiser,15 bags,Rarely / never,Rarely / never,Only at the start of semester,Rarely / never,"Their prices are cheaper, They always have what I need in stock",No,More snack options please,"More than ₦3,000",2,1,1,2,1,2-3x/week,Rarely,1,1,No,3,3500
5/1/2026 7:40,200,CONAS,Every day,"?500  ?1,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Airtime / data top-up, Exercise books / jotters / notebooks, Toiletries (soap, toothpaste, tissue, etc.)",Frequently (several times a week),Try another vendor on campus,None  I usually find what I need,Energy drinks,15 bags,Once or twice a week,Once a day,Only at the start of semester,Monthly,"Their food or products taste/feel better, I have a relationship with the vendor","Yes, once",Better customer service needed,"₦500 – ₦1,000",2,3,4,2,3,Daily,Frequently,0,1,Yes - once,5,750
5/8/2026 6:38,200,CBSS,Rarely,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Instant noodles (Indomie, etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.), Printing / photocopy, Pens / pencils / writing materials, Exercise books / jotters / notebooks",Sometimes (once or twice a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Toiletries (e.g., a specific soap or toothpaste brand), Phone accessories",Yoghurt drinks,610 bags,35 times a week,Once a day,Rarely / never,Every 2 weeks,"Their location is more convenient, They restock quickly, Their food or products taste/feel better","Yes, more than once",,"₦2,001 – ₦3,000",3,4,4,1,4,Rarely,Sometimes,1,1,Yes - multiple times,1,2500
5/9/2026 23:43,200,CONAS,23 times a week,"?1,001  ?2,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Rice / beans / cooked food, Provisions (sugar, milk, etc.), Toiletries (soap, toothpaste, tissue, etc.), Phone accessories (charger, earpiece, etc.)",Almost every time,Try another vendor on campus,"Toiletries (e.g., a specific soap or toothpaste brand)",Gift items,15 bags,Daily,A few times a week,Rarely / never,Weekly,"Their food or products taste/feel better, They always have what I need in stock",No,More snack options please,"₦1,001 – ₦2,000",2,5,3,1,5,2-3x/week,Very Often,0,0,No,3,1500
4/29/2026 15:56,400,CACOS,23 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Printing / photocopy",Rarely,Go off campus to buy it,"Specific snack or food type (e.g., a particular brand), Toiletries (e.g., a specific soap or toothpaste brand)",Fresh fruits,More than 20 bags,Rarely / never,Once a day,Rarely / never,Weekly,They restock quickly,No,,"₦2,001 – ₦3,000",5,1,4,1,5,2-3x/week,Rarely,1,0,No,3,2500
5/7/2026 4:52,100,CONAS,Every day,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Rice / beans / cooked food, Printing / photocopy, Medications (paracetamol, malaria drugs, etc.), Phone accessories (charger, earpiece, etc.)",Rarely,Ask a friend to get it for me,"Specific type of bread or food, Toiletries (e.g., a specific soap or toothpaste brand), Phone accessories, None  I usually find what I need",Nescafe sachets,I don't buy water on campus,Once or twice a week,Twice or more daily,Every 23 weeks,Every 2 weeks,"I have a relationship with the vendor, Their food or products taste/feel better, Their prices are cheaper","Yes, more than once",,"More than ₦3,000",1,3,5,3,4,Daily,Rarely,1,0,Yes - multiple times,5,3500
5/3/2026 22:42,400,CONAS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Instant noodles (Indomie, etc.), Provisions (sugar, milk, etc.), Airtime / data top-up, Toiletries (soap, toothpaste, tissue, etc.), Phone accessories (charger, earpiece, etc.)",Rarely,Ask a friend to get it for me,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages",Cornflakes / cereal,610 bags,Rarely / never,Twice or more daily,Rarely / never,Rarely / never,"I have a relationship with the vendor, Their location is more convenient, Their prices are cheaper",I've thought about it,,"₦2,001 – ₦3,000",3,1,5,1,1,Daily,Rarely,1,0,Considered it,5,2500
5/10/2026 19:15,400,CONAS,45 times a week,"?500  ?1,000","Bottled water / pure water (sachet/bags), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Airtime / data top-up, Pens / pencils / writing materials, Exercise books / jotters / notebooks, Medications (paracetamol, malaria drugs, etc.), Phone accessories (charger, earpiece, etc.)",Rarely,Try another vendor on campus,"Cold drinks / chilled beverages, Printing paper / cardboard",Shawarma,15 bags,35 times a week,A few times a week,Rarely / never,Every 2 weeks,"Their prices are cheaper, They always have what I need in stock","Yes, once",,"₦500 – ₦1,000",2,4,3,1,4,4-5x/week,Rarely,1,1,Yes - once,4,750
5/5/2026 16:17,100,CONAS,Every day,"More than ?3,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Printing / photocopy, Pens / pencils / writing materials",Frequently (several times a week),Go without it,"Cold drinks / chilled beverages, Stapler pins / office supplies, Specific type of bread or food, Toiletries (e.g., a specific soap or toothpaste brand), Printing paper / cardboard, Phone accessories",Paracetamol strips,15 bags,Daily,Once a day,Only at the start of semester,Weekly,Their food or products taste/feel better,No,Stay open later at night,"More than ₦3,000",2,5,4,2,5,Daily,Frequently,0,1,No,5,3500
4/29/2026 1:38,400,CBSS,Every day,"?500  ?1,000","Bottled water / pure water (sachet/bags), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.), Printing / photocopy, Pens / pencils / writing materials, Exercise books / jotters / notebooks",Sometimes (once or twice a week),Try another vendor on campus,"Cold drinks / chilled beverages, Specific type of bread or food, Medications / First aid items",Face masks,15 bags,Once or twice a week,Twice or more daily,Only at the start of semester,Every 2 weeks,"Their prices are cheaper, I have a relationship with the vendor, Their food or products taste/feel better","Yes, more than once",Improve food quality,"₦500 – ₦1,000",2,3,5,2,4,Daily,Sometimes,1,1,Yes - multiple times,5,750
5/4/2026 22:05,200,CONAS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.), Pens / pencils / writing materials, Exercise books / jotters / notebooks, Toiletries (soap, toothpaste, tissue, etc.)",Sometimes (once or twice a week),Ask a friend to get it for me,"Specific snack or food type (e.g., a particular brand), Specific type of bread or food",Toothbrush variety,15 bags,35 times a week,A few times a week,Only at the start of semester,Every 2 weeks,They always have what I need in stock,"Yes, once",,"₦1,001 – ₦2,000",2,4,3,2,4,Daily,Sometimes,1,1,Yes - once,5,1500
4/29/2026 16:04,300,CBSS,23 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Pens / pencils / writing materials, Medications (paracetamol, malaria drugs, etc.)",Sometimes (once or twice a week),Go off campus to buy it,"Cold drinks / chilled beverages, Specific type of bread or food, Medications / First aid items",Hot puff-puff,More than 20 bags,Once or twice a week,Twice or more daily,Only at the start of semester,Rarely / never,Their food or products taste/feel better,I've thought about it,,"More than ₦3,000",5,3,5,2,1,2-3x/week,Sometimes,1,1,Considered it,3,3500
5/2/2026 3:18,400,CACOS,23 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Bread, Instant noodles (Indomie, etc.), Provisions (sugar, milk, etc.)",Sometimes (once or twice a week),Try another vendor on campus,"Specific type of bread or food, Toiletries (e.g., a specific soap or toothpaste brand)",Sanitary pads,1120 bags,Once or twice a week,A few times a week,Rarely / never,Rarely / never,"Their location is more convenient, They restock quickly",No,More snack options please,"₦2,001 – ₦3,000",4,3,3,1,1,2-3x/week,Sometimes,1,0,No,3,2500
5/1/2026 16:02,200,CONAS,45 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Tea / Milo / beverages, Provisions (sugar, milk, etc.), Pens / pencils / writing materials, Phone accessories (charger, earpiece, etc.)",Rarely,Go off campus to buy it,Cold drinks / chilled beverages,"Intercontinental dishes (Afang, Edikaikong soup)",15 bags,Rarely / never,Once a day,Rarely / never,Rarely / never,"They restock quickly, They always have what I need in stock","Yes, once",,"More than ₦3,000",2,1,4,1,1,4-5x/week,Rarely,1,1,Yes - once,4,3500
5/7/2026 8:35,200,CACOS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Airtime / data top-up",Rarely,Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages",Face masks,I don't buy water on campus,Once or twice a week,Once a day,Weekly,Weekly,"Their location is more convenient, They always have what I need in stock, Their food or products taste/feel better","Yes, more than once",More phone accessories vendors needed,"₦2,001 – ₦3,000",1,3,4,5,5,Daily,Rarely,1,0,Yes - multiple times,5,2500
5/4/2026 15:38,300,CACOS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Bread, Rice / beans / cooked food, Provisions (sugar, milk, etc.), Airtime / data top-up",Rarely,Go off campus to buy it,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages",Indomie with egg,610 bags,Daily,Twice or more daily,Only at the start of semester,Rarely / never,"Their prices are cheaper, They restock quickly","Yes, more than once",Better pricing for students,"₦2,001 – ₦3,000",3,5,5,2,1,Daily,Rarely,1,0,Yes - multiple times,5,2500
5/6/2026 13:07,100,CONAS,Once a week,Less than ?500,"Bottled water / pure water (sachet/bags), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.), Airtime / data top-up, Printing / photocopy, Pens / pencils / writing materials, Medications (paracetamol, malaria drugs, etc.)",Sometimes (once or twice a week),Ask a friend to get it for me,Specific type of bread or food,USB cables,15 bags,Once or twice a week,Twice or more daily,Weekly,Every 2 weeks,"They always have what I need in stock, Their prices are cheaper, Their location is more convenient",No,They should accept transfer payments,Less than ₦500,2,3,5,5,4,Weekly,Sometimes,1,1,No,2,250
5/7/2026 21:20,300,CBSS,45 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Airtime / data top-up, Toiletries (soap, toothpaste, tissue, etc.), Phone accessories (charger, earpiece, etc.)",Rarely,Try another vendor on campus,"Specific type of bread or food, Printing paper / cardboard, Phone accessories",Irish Spring soap,15 bags,Once or twice a week,A few times a week,Only at the start of semester,Monthly,"Their location is more convenient, Their prices are cheaper",No,,"More than ₦3,000",2,3,3,2,3,4-5x/week,Rarely,1,0,No,4,3500
5/1/2026 19:15,400,CONAS,45 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Instant noodles (Indomie, etc.), Tea / Milo / beverages, Provisions (sugar, milk, etc.)",Sometimes (once or twice a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand)",Greek yoghurt,15 bags,Rarely / never,Once a day,Monthly,Every 2 weeks,"I have a relationship with the vendor, They always have what I need in stock, Their food or products taste/feel better","Yes, more than once",More phone accessories vendors needed,"₦1,001 – ₦2,000",2,1,4,2,4,4-5x/week,Sometimes,1,0,Yes - multiple times,4,1500
5/5/2026 0:20,200,CBSS,Once a week,"?500  ?1,000","Bottled water / pure water (sachet/bags), Energy drinks (Predator, Power Horse, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Tea / Milo / beverages, Printing / photocopy, Pens / pencils / writing materials, Exercise books / jotters / notebooks",Sometimes (once or twice a week),Order it online,"Printing paper / cardboard, Phone accessories, None  I usually find what I need",Yoghurt drinks,1120 bags,Rarely / never,A few times a week,Every 23 weeks,Rarely / never,"Their food or products taste/feel better, They always have what I need in stock, I have a relationship with the vendor",I've thought about it,Stay open later at night,"₦500 – ₦1,000",4,1,3,3,1,Weekly,Sometimes,1,1,Considered it,2,750
4/29/2026 2:44,400,CACOS,45 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Bread, Instant noodles (Indomie, etc.), Airtime / data top-up, Printing / photocopy",Frequently (several times a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages",Irish Spring soap,15 bags,35 times a week,A few times a week,Every 23 weeks,Rarely / never,"Their prices are cheaper, Their location is more convenient, They restock quickly","Yes, more than once",Stay open later at night,"₦2,001 – ₦3,000",2,4,3,3,1,4-5x/week,Frequently,1,0,Yes - multiple times,4,2500
5/4/2026 9:28,300,CONAS,23 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Tea / Milo / beverages, Provisions (sugar, milk, etc.), Printing / photocopy, Exercise books / jotters / notebooks",Rarely,Go without it,"Toiletries (e.g., a specific soap or toothpaste brand)",Fresh fruits,15 bags,Daily,A few times a week,Only at the start of semester,Monthly,They always have what I need in stock,I've thought about it,More phone accessories vendors needed,"More than ₦3,000",2,5,3,2,3,2-3x/week,Rarely,1,1,Considered it,3,3500
4/29/2026 1:20,100,CBSS,45 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Tea / Milo / beverages, Printing / photocopy, Phone accessories (charger, earpiece, etc.)",Rarely,Order it online,None  I usually find what I need,Nescafe sachets,15 bags,35 times a week,A few times a week,Monthly,Every 2 weeks,I have a relationship with the vendor,"Yes, more than once",Stay open later at night,"₦1,001 – ₦2,000",2,4,3,2,4,4-5x/week,Rarely,1,0,Yes - multiple times,4,1500
5/7/2026 12:39,400,CACOS,45 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Pens / pencils / writing materials",Never,Try another vendor on campus,None  I usually find what I need,Hand cream / lotion,610 bags,35 times a week,Twice or more daily,Rarely / never,Rarely / never,"I have a relationship with the vendor, Their food or products taste/feel better, Their location is more convenient","Yes, more than once",They should sell cold drinks consistently,"More than ₦3,000",3,4,5,1,1,4-5x/week,Never,1,1,Yes - multiple times,4,3500
5/3/2026 16:41,400,CACOS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Rice / beans / cooked food, Toiletries (soap, toothpaste, tissue, etc.)",Frequently (several times a week),Try another vendor on campus,"Cold drinks / chilled beverages, Toiletries (e.g., a specific soap or toothpaste brand), Specific provisions (e.g., a particular seasoning or spread)",,610 bags,Daily,Once a day,Rarely / never,Every 2 weeks,"They always have what I need in stock, Their location is more convenient","Yes, more than once",Sell more continental dishes,"₦1,001 – ₦2,000",3,5,4,1,4,Daily,Frequently,1,0,Yes - multiple times,5,1500
5/5/2026 18:33,200,CACOS,45 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Airtime / data top-up, Pens / pencils / writing materials, Exercise books / jotters / notebooks",Rarely,Ask a friend to get it for me,"Specific snack or food type (e.g., a particular brand), None  I usually find what I need",Face masks,More than 20 bags,Once or twice a week,Once a day,Weekly,Weekly,"Their food or products taste/feel better, Their location is more convenient, I have a relationship with the vendor",I've thought about it,,"More than ₦3,000",5,3,4,5,5,4-5x/week,Rarely,1,1,Considered it,4,3500
4/30/2026 22:36,300,CACOS,Rarely,Less than ?500,"Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Pens / pencils / writing materials",Rarely,Try another vendor on campus,"Cold drinks / chilled beverages, Specific type of bread or food",,610 bags,Daily,Twice or more daily,Rarely / never,Monthly,"Their food or products taste/feel better, They always have what I need in stock",No,They should accept transfer payments,Less than ₦500,3,5,5,1,3,Rarely,Rarely,1,1,No,1,250
4/29/2026 7:36,200,CONAS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Airtime / data top-up",Rarely,Try another vendor on campus,"Medications / First aid items, None  I usually find what I need",Cornflakes / cereal,15 bags,Once or twice a week,A few times a week,Only at the start of semester,Every 2 weeks,"They restock quickly, I have a relationship with the vendor, Their food or products taste/feel better",I've thought about it,Always have change ready,"₦1,001 – ₦2,000",2,3,3,2,4,Daily,Rarely,1,0,Considered it,5,1500
5/5/2026 5:06,200,CACOS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Tea / Milo / beverages, Airtime / data top-up, Printing / photocopy, Phone accessories (charger, earpiece, etc.)",Rarely,Try another vendor on campus,"Cold drinks / chilled beverages, Toiletries (e.g., a specific soap or toothpaste brand), Printing paper / cardboard",Paracetamol strips,15 bags,Daily,Twice or more daily,Rarely / never,Every 2 weeks,"Their prices are cheaper, I have a relationship with the vendor","Yes, more than once",Stay open later at night,"₦2,001 – ₦3,000",2,5,5,1,4,Daily,Rarely,1,0,Yes - multiple times,5,2500
5/6/2026 17:07,400,CONAS,Every day,"?2,001  ?3,000","Instant noodles (Indomie, etc.), Rice / beans / cooked food, Medications (paracetamol, malaria drugs, etc.)",Sometimes (once or twice a week),Try another vendor on campus,"Cold drinks / chilled beverages, Phone accessories, None  I usually find what I need",Nescafe sachets,15 bags,Rarely / never,Twice or more daily,Monthly,Rarely / never,"They always have what I need in stock, I have a relationship with the vendor","Yes, more than once",More variety of food is needed,"₦2,001 – ₦3,000",2,1,5,2,1,Daily,Sometimes,0,0,Yes - multiple times,5,2500
4/29/2026 13:07,400,CACOS,23 times a week,Less than ?500,"Bottled water / pure water (sachet/bags), Rice / beans / cooked food, Airtime / data top-up",Rarely,Try another vendor on campus,"Cold drinks / chilled beverages, Specific type of bread or food, Medications / First aid items",Protein bars,610 bags,Rarely / never,Twice or more daily,Rarely / never,Rarely / never,They always have what I need in stock,"Yes, once",More variety of food is needed,Less than ₦500,3,1,5,1,1,2-3x/week,Rarely,1,0,Yes - once,3,250
